customer_id,country,first_purchase,last_purchase,n_orders,total_spent,avg_basket,recency_days,tenure_days
18114,United Kingdom,2011-02-22 13:20:00,2011-02-22 13:20:00,1.0,14.35,14.35,289.0,289.0
28925,United Kingdom,2009-10-30 12:20:00,2011-08-18 12:20:00,10.08,473.05,37.91,113.09,657.85
19003,United Kingdom,2009-10-24 12:20:00,2011-11-14 12:20:00,8.9,835.28,107.31,25.36,751.91
45006,United Kingdom,2011-06-11 12:20:00,2011-09-22 12:20:00,1.0,5.66,5.34,78.27,103.28
20816,United Kingdom,2010-08-27 12:20:00,2011-11-30 12:20:00,10.65,388.83,40.25,9.89,460.83
34465,United Kingdom,2009-09-29 12:20:00,2011-11-24 12:20:00,3.78,183.27,44.48,15.1,786.21
41095,United Kingdom,2010-03-21 12:20:00,2011-10-07 12:20:00,6.63,190.03,32.14,63.84,565.05
36081,United Kingdom,2011-04-25 12:20:00,2011-08-25 12:20:00,0.95,16.46,15.36,106.58,122.37
31244,United Kingdom,2009-07-11 12:20:00,2010-11-01 12:20:00,0.95,25.69,19.99,403.72,478.83
27171,United Kingdom,2010-01-07 12:20:00,2011-09-01 12:20:00,6.76,394.97,57.18,99.61,602.9
52501,United Kingdom,2010-09-26 12:20:00,2011-06-28 12:20:00,7.17,177.09,21.28,164.21,275.2
54193,United Kingdom,2008-11-13 12:20:00,2010-07-08 12:20:00,2.25,144.91,76.18,519.88,602.75
33854,United Kingdom,2010-02-04 12:20:00,2011-09-11 12:20:00,6.09,218.81,38.68,89.49,584.21
48639,United Kingdom,2008-08-17 12:20:00,2010-06-23 12:20:00,2.74,100.8,27.24,534.75,675.17
43714,United Kingdom,2007-07-27 12:20:00,2009-10-13 12:20:00,1.06,88.15,75.17,787.76,809.06
21257,United Kingdom,2010-10-06 12:20:00,2011-11-30 12:20:00,8.16,613.51,59.22,9.95,420.41
54552,United Kingdom,2010-03-04 12:20:00,2011-01-29 12:20:00,2.21,112.28,61.57,314.69,331.15
24072,United Kingdom,2007-12-20 12:20:00,2009-12-20 12:20:00,0.89,21.83,19.11,719.93,731.97
41360,United Kingdom,2009-07-27 12:20:00,2011-09-16 12:20:00,6.2,195.83,25.38,84.88,781.8
21698,United Kingdom,2010-03-13 12:20:00,2011-10-30 12:20:00,7.62,611.75,81.45,40.15,596.44
22136,United Kingdom,2010-01-12 12:20:00,2011-11-03 12:20:00,20.07,876.81,44.93,36.95,660.2
20293,United Kingdom,2009-10-15 12:20:00,2011-12-04 12:20:00,19.01,4583.37,192.36,5.58,780.4
18143,United Kingdom,2011-08-15 12:07:00,2011-08-15 12:07:00,1.0,40.36,40.36,116.0,116.0
16358,United Kingdom,2010-11-10 11:36:00,2011-12-08 15:09:00,3.0,63.60000000000001,21.200000000000003,0.0,394.0
58918,United Kingdom,2008-02-26 12:20:00,2010-03-11 12:20:00,5.22,663.95,125.35,638.72,744.03
38427,United Kingdom,2009-09-05 12:20:00,2010-11-03 12:20:00,1.14,54.61,45.38,401.91,424.05
59640,United Kingdom,2009-04-30 12:20:00,2011-03-28 12:20:00,11.25,225.49,21.47,256.89,697.64
27885,United Kingdom,2009-12-07 12:20:00,2011-07-24 12:20:00,3.83,136.12,33.96,138.28,594.45
59708,United Kingdom,2008-12-19 12:20:00,2010-11-25 12:20:00,8.29,292.58,38.46,379.7,706.8
50466,United Kingdom,2010-06-19 12:20:00,2011-11-08 12:20:00,2.2,44.1,21.51,31.25,507.52
18272,United Kingdom,2011-04-07 09:35:00,2011-12-07 12:43:00,5.0,157.86,31.572000000000003,1.0,246.0
22759,United Kingdom,2010-02-25 12:20:00,2011-10-22 12:20:00,7.26,728.0,78.13,48.92,604.67
19575,United Kingdom,2010-04-29 12:20:00,2011-11-25 12:20:00,7.6,605.01,92.89,14.23,575.93
17869,United Kingdom,2010-08-27 12:18:00,2011-08-24 16:00:00,4.0,168.31,42.0775,106.0,469.0
15968,United Kingdom,2010-11-16 13:04:00,2010-11-16 13:04:00,1.0,41.23,41.23,387.0,387.0
26033,United Kingdom,2008-01-23 12:20:00,2010-01-16 12:20:00,0.94,61.93,54.79,692.61,724.23
42993,United Kingdom,2011-01-08 12:20:00,2011-08-19 12:20:00,2.84,93.06,32.25,112.61,223.72
20314,United Kingdom,2010-09-13 12:20:00,2011-11-26 12:20:00,10.03,407.06,46.5,13.12,439.9
20839,United Kingdom,2009-12-05 12:20:00,2011-12-09 12:20:00,164.58,6653.1,35.16,0.0,734.25
40211,Poland,2010-05-29 12:20:00,2011-11-09 12:20:00,5.6,79.23,18.86,30.03,529.08
52543,United Kingdom,2010-01-13 12:20:00,2011-08-16 12:20:00,7.56,195.66,22.29,115.9,580.22
36845,United Kingdom,2009-05-28 12:20:00,2011-03-12 12:20:00,1.76,87.78,40.59,272.2,653.84
50811,United Kingdom,2011-06-14 12:20:00,2011-10-01 12:20:00,2.1,63.68,34.87,69.56,109.02
18462,United Kingdom,2011-03-11 12:20:00,2011-11-26 12:20:00,7.18,502.35,56.16,13.49,260.2
28270,United Kingdom,2009-07-21 12:20:00,2011-08-21 12:20:00,11.29,683.7,79.17,110.42,761.77
51738,United Kingdom,2009-04-05 12:20:00,2011-02-19 12:20:00,3.85,95.31,28.96,293.59,685.87
51360,United Kingdom,2011-09-02 12:20:00,2011-11-17 12:20:00,2.21,85.43,42.61,22.9,76.25
48792,United Kingdom,2009-04-22 12:20:00,2010-10-01 12:20:00,1.71,112.25,48.91,434.6,527.42
58573,United Kingdom,2011-10-08 12:20:00,2011-11-30 12:20:00,2.18,377.62,153.16,9.24,53.76
34863,United Kingdom,2009-04-25 12:20:00,2010-11-13 12:20:00,2.02,68.44,38.12,391.06,567.5
32795,United Kingdom,2010-08-28 12:20:00,2011-11-29 12:20:00,5.98,172.6,30.14,10.39,458.46
26378,United Kingdom,2008-04-03 12:20:00,2010-02-26 12:20:00,0.91,75.32,61.08,651.23,694.69
15919,United Kingdom,2010-12-06 11:26:00,2011-11-20 11:28:00,2.0,46.95,23.475,19.0,368.0
18794,United Kingdom,2010-01-10 12:20:00,2011-11-16 12:20:00,13.05,515.59,42.99,23.61,675.56
34024,United Kingdom,2009-10-10 12:20:00,2011-11-26 12:20:00,3.75,312.68,75.61,13.1,777.13
16799,United Kingdom,2010-09-12 12:46:00,2010-10-03 14:28:00,2.0,50.79,25.395,431.0,452.0
32875,United Kingdom,2010-01-17 12:20:00,2011-12-09 12:20:00,11.05,242.15,21.85,0.0,691.01
56719,United Kingdom,2009-01-15 12:20:00,2010-10-19 12:20:00,4.2,629.22,145.42,416.94,642.72
39028,United Kingdom,2008-12-22 12:20:00,2010-09-19 12:20:00,5.47,212.13,42.8,446.42,636.62
23303,United Kingdom,2008-07-16 12:20:00,2010-06-24 12:20:00,1.04,10.41,8.73,533.83,708.61
17512,United Kingdom,2009-12-10 19:35:00,2011-11-11 12:11:00,5.0,251.2,50.24,28.0,728.0
25265,United Kingdom,2008-06-23 12:20:00,2010-04-01 12:20:00,1.08,6.29,6.1,617.01,647.92
28699,United Kingdom,2010-07-28 12:20:00,2011-09-22 12:20:00,11.26,4008.03,257.71,78.03,421.88
38049,United Kingdom,2009-10-13 12:20:00,2010-12-12 12:20:00,1.08,46.89,43.86,362.85,425.82
49384,United Kingdom,2009-08-14 12:20:00,2011-05-02 12:20:00,5.59,382.75,84.95,221.03,626.64
52316,United Kingdom,2010-02-06 12:20:00,2011-07-04 12:20:00,7.16,207.34,25.27,158.11,513.93
49120,United Kingdom,2011-06-05 12:20:00,2011-09-09 12:20:00,1.08,62.92,59.03,91.54,96.13
47191,United Kingdom,2011-10-23 12:20:00,2011-11-21 12:20:00,1.73,43.77,22.66,18.37,29.53
19977,United Kingdom,2010-02-14 12:20:00,2011-11-22 12:20:00,28.05,2138.39,81.71,17.43,646.23
39342,United Kingdom,2009-04-02 12:20:00,2010-11-04 12:20:00,4.53,156.82,33.98,400.58,581.71
52550,United Kingdom,2008-12-19 12:20:00,2010-08-14 12:20:00,1.75,32.2,14.9,482.92,603.46
48231,United Kingdom,2010-01-24 12:20:00,2011-04-22 12:20:00,2.76,47.76,14.01,231.36,453.85
15114,United Kingdom,2011-09-21 15:54:00,2011-11-09 15:05:00,3.0,39.54,13.18,29.0,78.0
43468,United Kingdom,2009-08-10 12:20:00,2011-03-19 12:20:00,4.01,101.06,24.33,265.71,586.32
36848,United Kingdom,2010-08-29 12:20:00,2011-06-24 12:20:00,3.4,98.42,27.07,168.87,299.58
15111,United Kingdom,2010-10-11 14:32:00,2011-10-04 08:56:00,3.0,64.85,21.616666666666664,66.0,423.0
35721,United Kingdom,2011-03-22 12:20:00,2011-08-09 12:20:00,0.87,9.75,9.65,122.57,140.4
20344,United Kingdom,2009-09-05 12:20:00,2011-12-09 12:20:00,18.89,1051.08,62.08,0.0,825.01
59142,United Kingdom,2009-05-24 12:20:00,2010-10-28 12:20:00,2.26,25.13,13.02,407.69,522.0
46592,United Kingdom,2009-01-18 12:20:00,2011-02-12 12:20:00,2.26,217.13,108.73,300.38,755.35
36217,United Kingdom,2010-06-19 12:20:00,2011-03-26 12:20:00,0.89,20.22,16.34,258.48,280.74
39128,United Kingdom,2009-01-15 12:20:00,2010-10-22 12:20:00,3.74,194.98,49.54,413.15,645.02
19716,United Kingdom,2010-11-24 12:20:00,2011-12-01 12:20:00,6.86,868.13,127.24,8.67,372.16
34781,Belgium,2011-06-06 12:20:00,2011-11-21 12:20:00,3.53,149.02,34.48,18.02,168.88
25004,United Kingdom,2009-02-15 12:20:00,2010-07-26 12:20:00,1.08,10.84,9.85,501.89,526.66
17515,United Kingdom,2010-06-07 13:29:00,2011-01-25 14:33:00,4.0,39.53,9.8825,317.0,549.0
61224,United Kingdom,2009-11-26 12:20:00,2010-12-07 12:20:00,1.05,315.68,314.52,367.44,376.26
50321,United Kingdom,2010-07-14 12:20:00,2011-09-28 12:20:00,4.29,729.46,170.88,72.17,441.19
52358,United Kingdom,2009-04-28 12:20:00,2011-06-03 12:20:00,7.95,332.09,43.9,189.4,766.06
60227,United Kingdom,2010-08-20 12:20:00,2011-09-26 12:20:00,1.86,124.57,65.7,74.23,402.33
44324,United Kingdom,2010-09-18 12:20:00,2011-11-09 12:20:00,3.07,85.77,32.4,30.75,417.67
62927,United Kingdom,2010-03-08 12:20:00,2011-12-09 12:20:00,4.27,33.35,6.51,0.89,641.88
42021,United Kingdom,2009-12-01 12:20:00,2011-03-03 12:20:00,3.03,57.01,18.55,281.11,457.85
59353,United Kingdom,2009-06-05 12:20:00,2010-11-21 12:20:00,5.65,50.82,11.3,383.06,534.39
48444,United Kingdom,2008-11-09 12:20:00,2010-06-29 12:20:00,2.04,112.54,56.2,528.77,597.86
28399,Portugal,2010-03-04 12:20:00,2011-06-23 12:20:00,7.02,398.26,47.32,169.84,476.14
12966,United Kingdom,2011-11-30 12:38:00,2011-11-30 12:38:00,1.0,18.6,18.6,8.0,8.0
44562,United Kingdom,2011-05-24 12:20:00,2011-10-30 12:20:00,2.81,74.28,27.06,40.44,159.97
33794,United Kingdom,2010-02-25 12:20:00,2011-11-07 12:20:00,3.95,168.73,36.97,32.79,620.62
30372,United Kingdom,2009-10-30 12:20:00,2010-11-27 12:20:00,0.98,18.28,16.38,377.92,393.59
42340,United Kingdom,2011-09-01 12:20:00,2011-10-24 12:20:00,0.88,29.91,28.41,46.94,53.35
54026,United Kingdom,2008-04-05 12:20:00,2010-03-17 12:20:00,2.19,161.41,71.87,632.73,711.31
51731,United Kingdom,2008-10-10 12:20:00,2010-09-29 12:20:00,3.33,138.16,41.33,436.19,719.86
39705,United Kingdom,2009-06-10 12:20:00,2010-12-09 12:20:00,2.26,58.79,29.98,365.76,547.03
39102,United Kingdom,2009-01-14 12:20:00,2010-11-14 12:20:00,4.92,325.72,65.86,390.91,669.19
48933,France,2010-12-22 12:20:00,2011-07-11 12:20:00,0.91,64.69,61.83,151.58,201.43
44446,United Kingdom,2011-04-08 12:20:00,2011-09-26 12:20:00,2.05,100.95,58.7,74.47,171.23
50533,United Kingdom,2010-03-30 12:20:00,2011-11-05 12:20:00,3.11,64.5,22.82,34.64,585.66
48794,United Kingdom,2008-09-12 12:20:00,2010-05-13 12:20:00,2.22,77.18,38.67,575.2,608.85
55595,France,2011-10-22 12:20:00,2011-11-18 12:20:00,1.82,20.66,10.19,21.51,27.23
21160,United Kingdom,2009-09-26 12:20:00,2011-12-07 12:20:00,11.83,924.82,72.86,2.57,802.81
62472,United Kingdom,2009-08-31 12:20:00,2011-10-28 12:20:00,3.44,359.63,139.89,42.91,788.79
52142,United Kingdom,2009-12-23 12:20:00,2011-08-19 12:20:00,6.35,220.42,41.48,112.75,604.48
32494,United Kingdom,2010-06-01 12:20:00,2011-11-28 12:20:00,5.84,170.9,25.89,11.03,545.68
15701,United Kingdom,2011-08-21 12:36:00,2011-10-02 14:00:00,3.0,120.31,40.10333333333333,67.0,109.0
56425,United Kingdom,2009-02-10 12:20:00,2011-02-09 12:20:00,10.61,534.76,38.54,303.87,729.14
20999,United Kingdom,2009-09-12 12:20:00,2011-11-24 12:20:00,15.88,433.78,22.85,15.71,803.5
19168,United Kingdom,2010-03-12 12:20:00,2011-12-03 12:20:00,54.72,18925.9,338.87,6.81,631.19
35454,United Kingdom,2009-10-12 12:20:00,2010-11-30 12:20:00,1.79,98.66,44.62,374.32,414.9
25599,United Kingdom,2009-02-18 12:20:00,2010-07-25 12:20:00,0.89,32.97,25.84,502.98,522.54
43065,Germany,2009-11-23 12:20:00,2011-09-09 12:20:00,5.21,108.49,25.97,91.58,655.68
21312,United Kingdom,2010-09-29 12:20:00,2011-12-07 12:20:00,6.36,506.21,81.07,2.83,434.28
17715,United Kingdom,2010-04-26 12:17:00,2011-05-23 12:32:00,2.0,489.6,244.8,199.0,592.0
60989,United Kingdom,2010-08-05 12:20:00,2011-08-18 12:20:00,1.81,21.74,10.37,113.86,378.14
33155,Australia,2010-03-22 12:20:00,2011-10-02 12:20:00,5.88,302.37,45.43,68.74,559.42
46477,United Kingdom,2009-01-24 12:20:00,2010-09-05 12:20:00,2.23,153.71,78.62,460.1,589.69
55540,United Kingdom,2011-10-21 12:20:00,2011-12-07 12:20:00,1.87,4.38,1.83,2.2,47.27
48161,United Kingdom,2010-08-15 12:20:00,2011-06-13 12:20:00,1.88,38.39,20.27,179.64,302.31
48774,United Kingdom,2008-11-07 12:20:00,2010-09-01 12:20:00,3.12,126.2,52.39,464.89,663.36
18612,United Kingdom,2010-02-03 12:20:00,2011-12-01 12:20:00,18.82,2259.51,138.06,8.84,666.35
13350,United Kingdom,2011-09-21 13:33:00,2011-11-23 16:33:00,2.0,42.3,21.15,15.0,78.0
44436,United Kingdom,2010-12-25 12:20:00,2011-11-06 12:20:00,2.2,103.61,55.02,33.5,316.28
39200,United Kingdom,2009-01-02 12:20:00,2010-10-17 12:20:00,3.25,313.79,103.58,418.41,653.44
28300,United Kingdom,2009-06-28 12:20:00,2011-05-14 12:20:00,8.01,5680.43,795.52,209.15,685.38
45503,United Kingdom,2011-06-29 12:20:00,2011-09-24 12:20:00,0.95,11.51,9.0,76.87,87.07
48498,United Kingdom,2008-09-30 12:20:00,2010-06-03 12:20:00,1.72,106.36,46.64,554.36,611.38
13964,United Kingdom,2010-10-05 12:38:00,2010-11-17 13:53:00,2.0,50.48,25.24,386.0,429.0
41399,United Kingdom,2009-10-29 12:20:00,2011-10-19 12:20:00,10.21,278.26,28.23,51.8,720.88
13666,United Kingdom,2009-12-04 10:48:00,2011-02-25 13:05:00,2.0,23.65,11.825,286.0,735.0
40543,United Kingdom,2010-09-15 12:20:00,2011-11-04 12:20:00,3.39,139.11,49.66,35.63,415.76
52518,United Kingdom,2009-12-24 12:20:00,2011-03-20 12:20:00,10.47,340.01,23.75,264.05,451.75
43354,United Kingdom,2009-09-06 12:20:00,2011-07-03 12:20:00,4.39,96.35,18.15,159.35,665.02
16253,United Kingdom,2010-01-19 11:20:00,2011-10-04 09:09:00,5.0,433.16,86.63199999999999,66.0,689.0
42080,United Kingdom,2010-02-11 12:20:00,2011-04-09 12:20:00,2.61,57.49,19.75,244.33,422.98
49594,United Kingdom,2010-07-25 12:20:00,2011-08-28 12:20:00,5.23,333.1,74.65,103.32,399.81
12880,United Kingdom,2010-05-14 11:57:00,2010-05-14 11:57:00,1.0,46.35,46.35,574.0,574.0
46157,United Kingdom,2009-03-19 12:20:00,2010-10-08 12:20:00,2.24,148.76,91.0,427.15,568.5
52872,United Kingdom,2008-12-21 12:20:00,2010-09-30 12:20:00,1.75,64.42,33.63,435.62,648.92
57776,United Kingdom,2010-02-16 12:20:00,2011-10-16 12:20:00,2.96,226.83,90.66,54.92,607.5
47844,United Kingdom,2010-11-08 12:20:00,2011-06-25 12:20:00,1.78,73.96,28.64,167.49,229.47
55630,United Kingdom,2011-10-31 12:20:00,2011-11-21 12:20:00,1.08,22.59,19.84,18.58,21.83
33878,United Kingdom,2010-03-12 12:20:00,2011-11-02 12:20:00,4.07,206.31,52.58,37.69,600.19
28630,United Kingdom,2009-11-16 12:20:00,2011-08-18 12:20:00,8.8,2057.07,293.58,113.14,640.95
13840,United Kingdom,2010-10-19 13:34:00,2010-10-19 13:34:00,1.0,121.2,121.2,415.0,415.0
16322,United Kingdom,2011-11-03 14:33:00,2011-11-03 14:33:00,1.0,10.2,10.2,35.0,35.0
44232,United Kingdom,2009-01-03 12:20:00,2010-06-30 12:20:00,0.97,95.28,74.63,527.85,543.91
13534,United Kingdom,2010-07-23 11:29:00,2011-12-07 14:52:00,23.0,1119.6,48.678260869565214,1.0,504.0
54266,Netherlands,2008-11-07 12:20:00,2010-06-29 12:20:00,1.97,352.04,148.83,528.78,599.35
18798,United Kingdom,2010-02-23 12:20:00,2011-12-06 12:20:00,14.94,707.91,54.58,3.49,651.92
47008,United Kingdom,2011-10-16 12:20:00,2011-11-26 12:20:00,2.05,33.03,17.63,13.99,41.39
48771,United Kingdom,2007-08-19 12:20:00,2009-10-26 12:20:00,1.73,83.8,43.85,774.93,799.87
55359,United Kingdom,2011-04-18 12:20:00,2011-12-06 12:20:00,3.47,495.54,114.53,3.45,232.47
28210,United Kingdom,2009-08-04 12:20:00,2011-08-13 12:20:00,14.93,616.08,43.15,118.89,739.49
17907,United Kingdom,2010-03-09 12:33:00,2010-03-09 12:33:00,1.0,222.83,222.83,639.0,639.0
15001,United Kingdom,2010-11-10 13:31:00,2010-11-10 13:51:00,2.0,83.64,41.82,393.0,393.0
50773,United Kingdom,2010-01-14 12:20:00,2011-10-30 12:20:00,2.94,43.87,16.44,40.56,654.34
34663,United Kingdom,2009-10-12 12:20:00,2011-11-26 12:20:00,3.41,286.55,75.0,13.25,775.1
33649,United Kingdom,2010-06-16 12:20:00,2011-09-04 12:20:00,4.51,276.78,84.89,96.4,445.24
59909,United Kingdom,2011-09-09 12:20:00,2011-11-03 12:20:00,2.19,17.86,10.9,36.89,55.7
58983,United Kingdom,2008-07-06 12:20:00,2010-05-13 12:20:00,3.72,416.11,105.03,575.15,676.77
22766,United Kingdom,2009-12-28 12:20:00,2011-11-07 12:20:00,8.83,491.75,60.26,32.94,679.0
46430,United Kingdom,2010-01-07 12:20:00,2011-04-10 12:20:00,2.86,169.45,60.35,243.43,458.22
55170,United Kingdom,2009-10-02 12:20:00,2011-11-21 12:20:00,5.28,1269.32,204.18,18.22,780.67
50596,United Kingdom,2010-10-08 12:20:00,2011-10-22 12:20:00,2.23,33.05,17.26,48.9,379.49
39155,United Kingdom,2009-03-16 12:20:00,2011-03-06 12:20:00,3.48,327.53,68.81,278.08,720.88
33460,United Kingdom,2010-08-30 12:20:00,2011-11-03 12:20:00,3.62,156.51,39.18,36.97,430.75
32366,United Kingdom,2010-05-02 12:20:00,2011-11-16 12:20:00,6.36,227.77,37.54,23.34,563.84
15503,United Kingdom,2009-12-13 11:34:00,2010-12-12 10:57:00,2.0,39.99,19.995,362.0,726.0
33533,United Kingdom,2010-01-12 12:20:00,2011-10-17 12:20:00,5.22,335.75,57.99,53.41,643.08
50547,United Kingdom,2010-09-04 12:20:00,2011-11-08 12:20:00,2.3,39.35,18.75,31.04,430.76
27610,United Kingdom,2009-10-28 12:20:00,2011-03-24 12:20:00,4.59,291.34,67.79,260.55,512.84
61749,United Kingdom,2011-02-11 12:20:00,2011-11-14 12:20:00,1.89,81.98,53.67,25.86,276.1
34841,United Kingdom,2011-07-15 12:20:00,2011-11-25 12:20:00,5.46,184.0,31.97,14.89,133.44
47078,United Kingdom,2011-04-19 12:20:00,2011-12-06 12:20:00,2.19,56.76,22.9,3.6,231.8
20327,United Kingdom,2009-11-16 12:20:00,2011-12-08 12:20:00,14.68,520.15,43.19,1.08,752.26
60346,United Kingdom,2011-07-01 12:20:00,2011-11-10 12:20:00,3.38,59.19,16.86,29.64,132.15
53892,United Kingdom,2008-11-06 12:20:00,2010-09-29 12:20:00,1.86,140.51,73.02,436.62,692.46
22444,United Kingdom,2009-11-16 12:20:00,2011-09-24 12:20:00,7.12,1582.27,199.3,76.57,677.81
13562,United Kingdom,2010-01-14 16:33:00,2011-09-19 10:51:00,7.0,1282.5,183.2142857142857,81.0,693.0
40514,United Kingdom,2010-01-31 12:20:00,2011-10-23 12:20:00,5.53,93.32,15.39,47.53,630.11
15754,United Kingdom,2010-02-22 13:31:00,2011-09-27 10:12:00,4.0,264.1,66.025,73.0,654.0
44451,United Kingdom,2011-08-23 12:20:00,2011-11-12 12:20:00,1.84,90.36,36.63,27.65,81.92
19756,United Kingdom,2009-11-15 12:20:00,2011-11-16 12:20:00,33.32,4360.3,152.71,23.46,731.37
56409,United Kingdom,2008-07-16 12:20:00,2010-09-23 12:20:00,6.98,510.26,80.5,442.39,799.68
12808,Portugal,2010-09-30 17:55:00,2010-09-30 17:55:00,1.0,19.5,19.5,434.0,434.0
52839,United Kingdom,2008-05-11 12:20:00,2010-06-19 12:20:00,2.15,59.41,30.28,538.97,769.26
27974,Germany,2010-03-02 12:20:00,2011-07-15 12:20:00,4.1,179.57,44.04,147.63,500.39
61043,United Kingdom,2010-03-31 12:20:00,2011-03-22 12:20:00,1.94,10.29,4.91,262.56,356.48
22313,United Kingdom,2009-10-16 12:20:00,2011-11-12 12:20:00,9.03,1122.22,103.33,27.46,757.93
59877,United Kingdom,2010-10-17 12:20:00,2011-10-19 12:20:00,1.87,27.64,13.22,51.18,367.74
49966,United Kingdom,2009-09-20 12:20:00,2011-09-29 12:20:00,5.19,452.91,86.08,71.25,739.51
49648,United Kingdom,2010-07-31 12:20:00,2011-09-09 12:20:00,4.61,337.69,71.77,91.21,405.15
37538,Spain,2010-07-23 12:20:00,2011-11-24 12:20:00,5.15,127.03,30.65,15.16,489.27
21328,United Kingdom,2009-12-09 12:20:00,2011-11-30 12:20:00,9.45,710.35,55.02,9.64,721.73
59591,United Kingdom,2008-04-25 12:20:00,2010-05-01 12:20:00,3.83,274.07,61.61,587.22,736.34
29867,United Kingdom,2010-04-11 12:20:00,2011-02-21 12:20:00,1.14,17.93,16.82,291.61,316.42
34534,United Kingdom,2009-11-01 12:20:00,2011-11-24 12:20:00,5.12,337.37,48.08,15.0,753.1
58979,United Kingdom,2008-08-15 12:20:00,2010-07-05 12:20:00,5.57,1788.52,321.5,522.09,689.38
19103,United Kingdom,2010-03-03 12:20:00,2011-12-08 12:20:00,28.53,3274.9,96.25,1.12,645.93
16421,United Kingdom,2010-08-27 12:02:00,2010-08-27 12:02:00,1.0,17.700000000000003,17.700000000000003,469.0,469.0
32590,United Kingdom,2011-10-08 12:20:00,2011-12-08 12:20:00,7.99,290.5,36.88,1.87,61.73
16106,United Kingdom,2011-10-05 10:37:00,2011-10-05 10:37:00,1.0,15.0,15.0,65.0,65.0
14711,United Kingdom,2011-03-22 13:32:00,2011-11-29 14:58:00,9.0,145.91,16.212222222222223,9.0,261.0
50398,United Kingdom,2010-07-05 12:20:00,2011-09-15 12:20:00,2.63,49.98,20.01,85.41,437.86
17451,United Kingdom,2011-11-24 11:19:00,2011-11-24 11:19:00,1.0,2.5,2.5,15.0,15.0
13546,United Kingdom,2010-10-11 17:23:00,2011-11-27 14:50:00,5.0,88.09,17.618000000000002,11.0,423.0
40878,United Kingdom,2010-05-17 12:20:00,2011-11-10 12:20:00,9.21,308.47,27.63,29.55,542.26
60219,United Kingdom,2011-08-01 12:20:00,2011-11-09 12:20:00,1.95,92.17,39.96,30.55,100.78
51683,United Kingdom,2011-07-28 12:20:00,2011-11-16 12:20:00,2.26,76.0,39.87,23.58,111.97
15177,United Kingdom,2010-10-10 12:48:00,2010-10-10 12:48:00,1.0,43.2,43.2,424.0,424.0
20245,United Kingdom,2010-05-19 12:20:00,2011-11-26 12:20:00,8.63,1125.07,128.95,13.98,556.53
59063,United Kingdom,2009-08-24 12:20:00,2010-11-14 12:20:00,1.87,18.9,9.43,390.8,447.7
38333,United Kingdom,2010-05-28 12:20:00,2011-04-10 12:20:00,1.02,48.89,45.79,243.03,317.26
53818,United Kingdom,2008-02-11 12:20:00,2010-05-29 12:20:00,2.79,179.11,64.08,559.92,838.45
57843,United Kingdom,2011-05-10 12:20:00,2011-11-10 12:20:00,3.28,162.19,50.02,29.82,184.47
49853,United Kingdom,2009-05-03 12:20:00,2011-06-14 12:20:00,5.57,401.38,78.25,178.05,772.95
57745,United Kingdom,2009-10-04 12:20:00,2011-10-01 12:20:00,2.88,342.65,111.68,69.53,727.09
12711,Germany,2010-02-01 11:30:00,2010-04-07 11:59:00,2.0,59.67,29.835000000000004,611.0,676.0
44271,United Kingdom,2009-07-18 12:20:00,2011-10-16 12:20:00,1.75,144.07,74.11,54.95,820.47
23013,United Kingdom,2009-11-17 12:20:00,2011-09-11 12:20:00,8.8,526.67,78.83,89.74,663.52
22264,Germany,2009-11-12 12:20:00,2011-10-19 12:20:00,13.23,859.94,68.51,51.57,706.56
40919,Germany,2010-07-14 12:20:00,2011-10-24 12:20:00,9.81,306.49,34.28,46.89,467.02
58627,United Kingdom,2011-02-22 12:20:00,2011-11-23 12:20:00,3.02,236.07,74.53,16.51,274.84
18558,United Kingdom,2010-04-25 12:20:00,2011-11-26 12:20:00,8.52,1464.49,142.95,13.87,580.18
50579,United Kingdom,2011-07-22 12:20:00,2011-11-13 12:20:00,2.16,65.11,27.59,26.77,114.42
50138,United Kingdom,2009-06-04 12:20:00,2011-09-12 12:20:00,5.47,595.65,83.83,88.24,830.31
37015,United Kingdom,2010-08-12 12:20:00,2011-05-31 12:20:00,1.95,119.45,61.34,192.29,292.35
52396,United Kingdom,2010-01-25 12:20:00,2011-09-03 12:20:00,6.22,312.1,48.7,97.41,586.96
36410,United Kingdom,2009-08-22 12:20:00,2011-04-06 12:20:00,2.65,129.25,43.47,247.24,592.59
40584,France,2010-09-19 12:20:00,2011-09-29 12:20:00,4.36,74.89,21.36,71.4,375.59
28364,United Kingdom,2009-01-15 12:20:00,2011-02-08 12:20:00,10.24,388.23,34.99,304.3,754.11
56672,United Kingdom,2009-03-01 12:20:00,2010-12-19 12:20:00,11.28,1002.3,78.63,355.24,658.21
53136,Germany,2009-10-19 12:20:00,2011-05-13 12:20:00,2.57,252.1,70.51,210.17,571.71
40284,United Kingdom,2010-12-02 12:20:00,2011-11-10 12:20:00,3.3,62.17,25.11,29.33,343.03
43620,United Kingdom,2008-08-09 12:20:00,2010-04-27 12:20:00,1.07,97.01,85.82,591.01,626.7
23022,United Kingdom,2009-08-29 12:20:00,2011-10-20 12:20:00,11.1,478.26,42.01,50.49,782.36
42121,United Kingdom,2009-02-15 12:20:00,2010-11-21 12:20:00,2.1,45.71,22.28,383.09,644.42
46265,United Kingdom,2008-07-31 12:20:00,2010-08-16 12:20:00,2.75,205.64,58.64,480.85,746.06
